u,v,l1,l2
2,241,0,1
2,242,0,2
2,243,0,4
2,245,0,8
2,246,0,1
2,247,0,9
2,249,0,8
2,251,0,1
2,254,0,3
2,255,0,8
2,256,0,4
2,257,0,8
2,261,0,1
2,262,0,5
2,266,0,7
2,269,0,7
2,271,0,6
2,273,0,6
2,274,0,3
2,276,0,3
2,277,0,7
2,278,0,9
2,279,0,9
2,280,0,9
2,281,0,7
2,282,0,8
2,284,0,7
2,285,0,3
2,290,0,5
2,291,0,9
2,294,0,0
2,296,0,4
2,297,0,1
2,298,0,5
2,299,0,1
2,301,0,2
2,303,0,5
2,304,0,1
2,305,0,3
2,306,0,2
2,307,0,3
2,308,0,0
2,310,0,1
2,311,0,8
2,314,0,8
2,315,0,1
2,316,0,2
2,317,0,0
2,318,0,0
2,320,0,4
2,321,0,7
2,323,0,3
2,325,0,6
2,326,0,7
2,327,0,2
2,330,0,0
2,331,0,0
2,334,0,9
2,335,0,4
2,337,0,9
2,342,0,4
2,343,0,8
2,344,0,6
2,346,0,7
2,348,0,8
2,352,0,6
2,354,0,3
2,355,0,0
2,356,0,5
2,357,0,1
2,358,0,8
2,360,0,1
2,362,0,3
2,363,0,2
2,365,0,7
2,366,0,3
2,369,0,0
2,370,0,0
2,371,0,7
2,375,0,4
2,377,0,1
2,378,0,5
2,380,0,4
2,383,0,0
2,386,0,0
2,387,0,6
2,388,0,5
2,390,0,0
2,392,0,3
2,394,0,2
2,395,0,3
2,397,0,8
2,399,0,9
2,402,0,6
2,404,0,8
2,408,0,3
2,411,0,8
2,412,0,0
2,414,0,8
2,415,0,9
2,420,0,6
2,423,0,0
2,424,0,2
2,426,0,5
2,427,0,2
2,429,0,1
2,430,0,1
2,432,0,0
2,433,0,7
2,434,0,0
2,436,0,0
2,438,0,2
2,439,0,6
2,441,0,1
2,443,0,3
2,444,0,2
2,447,0,7
2,448,0,8
2,449,0,2
2,450,0,7
2,457,0,4
2,458,0,4
2,459,0,7
2,460,0,6
2,462,0,6
2,464,0,0
2,468,0,3
2,469,0,5
2,472,0,6
2,475,0,1
2,478,0,0
2,480,0,6
2,484,0,1
2,486,0,2
2,488,0,5
2,489,0,7
2,490,0,1
2,491,0,4
2,492,0,4
2,494,0,9
2,498,0,1
2,501,0,9
2,502,0,1
2,503,0,4
2,504,0,9
2,505,0,1
2,507,0,0
2,514,0,3
2,515,0,7
2,520,0,8
2,522,0,1
2,524,0,1
2,526,0,4
2,529,0,9
2,530,0,3
2,531,0,3
2,532,0,3
2,533,0,9
2,534,0,5
2,536,0,1
2,541,0,9
2,542,0,8
2,544,0,4
2,545,0,4
2,546,0,5
2,547,0,3
2,548,0,6
2,549,0,4
3,4,5,6
3,6,5,9
3,8,5,9
3,9,5,5
3,11,5,0
3,13,5,6
3,14,5,3
3,15,5,0
3,16,5,0
3,17,5,2
3,19,5,6
3,21,5,2
3,22,5,9
3,23,5,1
3,24,5,9
3,27,5,7
3,28,5,6
3,30,5,1
3,34,5,3
3,35,5,1
3,37,5,2
3,39,5,8
3,40,5,0
3,42,5,2
3,45,5,8
3,47,5,7
3,49,5,4
3,52,5,7
3,53,5,3
3,54,5,9
3,55,5,6
3,56,5,4
3,57,5,3
3,58,5,7
3,59,5,6
3,61,5,0
3,62,5,1
3,64,5,7
3,67,5,1
3,68,5,8
3,70,5,2
3,72,5,4
3,74,5,3
3,81,5,4
3,82,5,5
3,89,5,6
3,93,5,5
3,95,5,9
3,97,5,8
3,98,5,0
3,99,5,3
3,100,5,0
3,102,5,7
3,107,5,8
3,108,5,4
3,109,5,7
3,110,5,4
3,112,5,1
3,113,5,5
3,114,5,0
3,116,5,9
3,117,5,5
3,123,5,8
3,124,5,2
3,126,5,6
3,128,5,7
3,129,5,5
3,130,5,6
3,132,5,6
3,133,5,5
3,136,5,5
3,137,5,1
3,139,5,5
3,144,5,8
3,145,5,6
3,147,5,0
3,148,5,4
3,149,5,5
3,150,5,6
3,151,5,0
3,152,5,1
3,155,5,1
3,158,5,3
3,160,5,4
3,162,5,3
3,163,5,1
3,165,5,8
3,167,5,8
3,170,5,1
3,173,5,6
3,174,5,6
3,176,5,0
3,179,5,8
3,181,5,8
3,185,5,7
3,187,5,7
3,190,5,0
3,191,5,4
3,196,5,3
3,198,5,4
3,200,5,6
3,202,5,9
3,203,5,6
3,206,5,1
3,207,5,4
3,208,5,0
3,209,5,3
3,210,5,7
3,211,5,5
3,212,5,6
3,217,5,9
3,221,5,7
3,222,5,0
3,224,5,4
3,225,5,8
3,226,5,8
3,227,5,8
3,228,5,4
3,229,5,9
3,232,5,2
3,234,5,8
3,237,5,7
3,238,5,2
3,239,5,8
3,240,5,2
3,241,5,1
3,244,5,7
3,245,5,8
3,247,5,9
3,249,5,8
3,250,5,2
3,251,5,1
3,254,5,3
3,255,5,8
3,256,5,4
3,257,5,8
3,259,5,9
3,260,5,1
3,263,5,3
3,264,5,7
3,266,5,7
3,268,5,6
3,269,5,7
3,270,5,0
3,272,5,4
3,273,5,6
3,274,5,3
3,275,5,5
3,276,5,3
3,278,5,9
3,279,5,9
3,281,5,7
3,282,5,8
3,283,5,3
3,284,5,7
3,285,5,3
3,288,5,4
3,292,5,6
3,293,5,3
3,294,5,0
3,297,5,1
3,299,5,1
3,300,5,4
3,305,5,3
3,307,5,3
3,310,5,1
3,313,5,3
3,315,5,1
3,316,5,2
3,317,5,0
3,318,5,0
3,320,5,4
3,321,5,7
3,322,5,4
3,323,5,3
3,325,5,6
3,326,5,7
3,328,5,3
3,329,5,5
3,330,5,0
3,333,5,4
3,335,5,4
3,338,5,2
3,339,5,5
3,340,5,5
3,341,5,2
3,344,5,6
3,346,5,7
3,347,5,8
3,348,5,8
3,350,5,7
3,351,5,7
3,352,5,6
3,355,5,0
3,358,5,8
3,359,5,3
3,360,5,1
3,362,5,3
3,363,5,2
3,364,5,7
3,369,5,0
3,370,5,0
3,375,5,4
3,376,5,9
3,377,5,1
3,378,5,5
3,380,5,4
3,382,5,1
3,389,5,1
3,390,5,0
3,391,5,6
3,395,5,3
3,397,5,8
3,398,5,5
3,402,5,6
3,406,5,9
3,408,5,3
3,410,5,0
3,413,5,7
3,415,5,9
3,416,5,6
3,418,5,4
3,422,5,5
3,423,5,0
3,424,5,2
3,425,5,4
3,426,5,5
3,427,5,2
3,428,5,3
3,430,5,1
3,433,5,7
3,434,5,0
3,436,5,0
3,437,5,5
3,438,5,2
3,441,5,1
3,442,5,9
3,443,5,3
3,444,5,2
3,446,5,4
3,449,5,2
3,453,5,2
3,454,5,0
3,456,5,8
3,458,5,4
3,460,5,6
3,462,5,6
3,463,5,5
3,468,5,3
3,470,5,9
3,472,5,6
3,473,5,5
3,474,5,6
3,478,5,0
3,479,5,9
3,480,5,6
3,482,5,5
3,483,5,9
3,484,5,1
3,486,5,2
3,491,5,4
3,492,5,4
3,493,5,8
3,494,5,9
3,495,5,9
3,497,5,7
3,498,5,1
3,499,5,9
3,500,5,1
3,503,5,4
3,509,5,8
3,510,5,7
3,512,5,5
3,513,5,6
3,514,5,3
3,515,5,7
3,516,5,2
3,520,5,8
3,521,5,8
3,522,5,1
3,523,5,0
3,526,5,4
3,527,5,5
3,528,5,7
3,532,5,3
3,534,5,5
3,539,5,4
3,540,5,8
3,541,5,9
3,542,5,8
3,544,5,4
3,546,5,5
3,548,5,6
4,6,6,9
4,8,6,9
4,9,6,5
4,11,6,0
4,14,6,3
4,16,6,0
4,17,6,2
4,19,6,6
4,20,6,8
4,22,6,9
4,25,6,9
4,29,6,7
4,30,6,1
4,34,6,3
4,35,6,1
4,36,6,3
4,37,6,2
4,38,6,6
4,39,6,8
4,40,6,0
4,41,6,4
4,42,6,2
4,44,6,8
4,45,6,8
4,46,6,7
4,47,6,7
4,49,6,4
4,50,6,9
4,51,6,9
4,52,6,7
4,53,6,3
4,58,6,7
4,59,6,6
4,60,6,2
4,61,6,0
4,62,6,1
4,63,6,1
4,64,6,7
4,65,6,9
4,66,6,6
4,67,6,1
4,68,6,8
4,69,6,9
4,72,6,4
4,73,6,8
4,74,6,3
4,76,6,4
4,79,6,2
4,80,6,3
4,84,6,5
4,85,6,8
4,87,6,7
4,88,6,8
4,91,6,2
4,93,6,5
4,95,6,9
4,96,6,6
4,98,6,0
4,99,6,3
4,102,6,7
4,106,6,9
4,108,6,4
4,109,6,7
4,113,6,5
4,114,6,0
4,116,6,9
4,120,6,8
4,122,6,4
4,123,6,8
4,124,6,2
4,127,6,2
4,129,6,5
4,131,6,5
4,133,6,5
4,136,6,5
4,138,6,4
4,141,6,3
4,144,6,8
4,145,6,6
4,146,6,5
4,147,6,0
4,148,6,4
4,151,6,0
4,152,6,1
4,155,6,1
4,156,6,4
4,157,6,0
4,158,6,3
4,159,6,2
4,161,6,6
4,163,6,1
4,164,6,7
4,165,6,8
4,166,6,6
4,167,6,8
4,168,6,2
4,169,6,0
4,171,6,8
4,172,6,0
4,174,6,6
4,178,6,8
4,180,6,2
4,181,6,8
4,182,6,1
4,185,6,7
4,186,6,6
4,187,6,7
4,189,6,0
4,190,6,0
4,192,6,9
4,194,6,5
4,196,6,3
4,199,6,6
4,200,6,6
4,202,6,9
4,203,6,6
4,204,6,6
4,205,6,4
4,207,6,4
4,212,6,6
4,217,6,9
4,219,6,4
4,220,6,6
4,221,6,7
4,222,6,0
4,223,6,1
4,225,6,8
4,226,6,8
4,227,6,8
4,228,6,4
4,229,6,9
4,235,6,9
4,236,6,1
4,237,6,7
4,238,6,2
4,239,6,8
4,240,6,2
4,241,6,1
4,242,6,2
4,245,6,8
4,246,6,1
4,248,6,7
4,250,6,2
4,251,6,1
4,252,6,7
4,254,6,3
4,255,6,8
4,256,6,4
4,257,6,8
4,258,6,4
4,261,6,1
4,262,6,5
4,263,6,3
4,266,6,7
4,268,6,6
4,270,6,0
4,272,6,4
4,275,6,5
4,277,6,7
4,278,6,9
4,280,6,9
4,283,6,3
4,286,6,4
4,289,6,6
4,290,6,5
4,291,6,9
4,292,6,6
4,293,6,3
4,294,6,0
4,295,6,4
4,296,6,4
4,297,6,1
4,299,6,1
4,300,6,4
4,304,6,1
4,310,6,1
4,312,6,2
4,317,6,0
4,319,6,5
4,320,6,4
4,321,6,7
4,324,6,1
4,325,6,6
4,326,6,7
4,328,6,3
4,330,6,0
4,331,6,0
4,335,6,4
4,337,6,9
4,338,6,2
4,339,6,5
4,340,6,5
4,341,6,2
4,342,6,4
4,343,6,8
4,345,6,4
4,348,6,8
4,349,6,8
4,351,6,7
4,352,6,6
4,354,6,3
4,355,6,0
4,357,6,1
4,358,6,8
4,360,6,1
4,362,6,3
4,364,6,7
4,366,6,3
4,368,6,4
4,369,6,0
4,371,6,7
4,372,6,0
4,373,6,5
4,375,6,4
4,378,6,5
4,379,6,3
4,380,6,4
4,381,6,4
4,383,6,0
4,387,6,6
4,388,6,5
4,389,6,1
4,390,6,0
4,392,6,3
4,393,6,9
4,395,6,3
4,398,6,5
4,400,6,9
4,401,6,2
4,402,6,6
4,404,6,8
4,407,6,4
4,408,6,3
4,411,6,8
4,412,6,0
4,415,6,9
4,417,6,4
4,418,6,4
4,419,6,9
4,420,6,6
4,428,6,3
4,429,6,1
4,430,6,1
4,432,6,0
4,433,6,7
4,436,6,0
4,437,6,5
4,438,6,2
4,440,6,7
4,444,6,2
4,447,6,7
4,452,6,6
4,453,6,2
4,454,6,0
4,455,6,1
4,456,6,8
4,458,6,4
4,460,6,6
4,461,6,7
4,463,6,5
4,464,6,0
4,466,6,4
4,467,6,4
4,468,6,3
4,469,6,5
4,471,6,8
4,472,6,6
4,476,6,6
4,480,6,6
4,481,6,0
4,482,6,5
4,483,6,9
4,485,6,0
4,488,6,5
4,491,6,4
4,493,6,8
4,496,6,2
4,497,6,7
4,499,6,9
4,502,6,1
4,504,6,9
4,505,6,1
4,508,6,9
4,509,6,8
4,510,6,7
4,511,6,5
4,513,6,6
4,514,6,3
4,515,6,7
4,518,6,2
4,519,6,8
4,520,6,8
4,522,6,1
4,523,6,0
4,524,6,1
4,525,6,0
4,531,6,3
4,532,6,3
4,533,6,9
4,535,6,9
4,536,6,1
4,537,6,9
4,538,6,7
4,540,6,8
4,544,6,4
4,545,6,4
4,546,6,5
4,548,6,6
5,6,3,9
5,7,3,1
5,9,3,5
5,11,3,0
5,13,3,6
5,15,3,0
5,18,3,5
5,19,3,6
5,20,3,8
5,21,3,2
5,22,3,9
5,26,3,3
5,30,3,1
5,31,3,7
5,32,3,2
5,33,3,5
5,34,3,3
5,37,3,2
5,40,3,0
5,42,3,2
5,44,3,8
5,45,3,8
5,46,3,7
5,48,3,1
5,50,3,9
5,52,3,7
5,53,3,3
5,54,3,9
5,58,3,7
5,59,3,6
5,60,3,2
5,61,3,0
5,64,3,7
5,65,3,9
5,66,3,6
5,67,3,1
5,68,3,8
5,70,3,2
5,71,3,7
5,72,3,4
5,73,3,8
5,74,3,3
5,78,3,2
5,80,3,3
5,81,3,4
5,82,3,5
5,83,3,8
5,84,3,5
5,86,3,4
5,88,3,8
5,89,3,6
5,90,3,8
5,92,3,4
5,93,3,5
5,95,3,9
5,96,3,6
5,99,3,3
5,101,3,8
5,105,3,5
5,107,3,8
5,108,3,4
5,110,3,4
5,111,3,3
5,114,3,0
5,115,3,2
5,116,3,9
5,117,3,5
5,120,3,8
5,121,3,9
5,123,3,8
5,124,3,2
5,125,3,5
5,126,3,6
5,128,3,7
5,130,3,6
5,131,3,5
5,132,3,6
5,134,3,1
5,135,3,4
5,136,3,5
5,137,3,1
5,139,3,5
5,145,3,6
5,146,3,5
5,147,3,0
5,149,3,5
5,150,3,6
5,151,3,0
5,152,3,1
5,153,3,3
5,156,3,4
5,158,3,3
5,162,3,3
5,164,3,7
5,167,3,8
5,169,3,0
5,172,3,0
5,175,3,2
5,180,3,2
5,185,3,7
5,188,3,8
5,189,3,0
5,190,3,0
5,191,3,4
5,192,3,9
5,193,3,5
5,194,3,5
5,195,3,5
5,197,3,1
5,198,3,4
5,202,3,9
5,203,3,6
5,210,3,7
5,212,3,6
5,213,3,9
5,214,3,9
5,215,3,1
5,216,3,9
5,221,3,7
5,226,3,8
5,228,3,4
5,229,3,9
5,231,3,3
5,235,3,9
5,238,3,2
5,242,3,2
5,245,3,8
5,247,3,9
5,249,3,8
5,251,3,1
5,255,3,8
5,256,3,4
5,257,3,8
5,258,3,4
5,259,3,9
5,260,3,1
5,261,3,1
5,262,3,5
5,266,3,7
5,267,3,1
5,268,3,6
5,269,3,7
5,270,3,0
5,274,3,3
5,275,3,5
5,277,3,7
5,278,3,9
5,280,3,9
5,281,3,7
5,282,3,8
5,284,3,7
5,286,3,4
5,289,3,6
5,290,3,5
5,292,3,6
5,294,3,0
5,295,3,4
5,296,3,4
5,297,3,1
5,301,3,2
5,302,3,3
5,303,3,5
5,304,3,1
5,307,3,3
5,308,3,0
5,309,3,3
5,310,3,1
5,313,3,3
5,314,3,8
5,315,3,1
5,316,3,2
5,317,3,0
5,319,3,5
5,320,3,4
5,321,3,7
5,323,3,3
5,324,3,1
5,325,3,6
5,327,3,2
5,328,3,3
5,329,3,5
5,330,3,0
5,331,3,0
5,332,3,8
5,333,3,4
5,336,3,6
5,337,3,9
5,338,3,2
5,344,3,6
5,345,3,4
5,347,3,8
5,349,3,8
5,350,3,7
5,353,3,6
5,358,3,8
5,360,3,1
5,364,3,7
5,365,3,7
5,367,3,5
5,371,3,7
5,374,3,8
5,375,3,4
5,376,3,9
5,377,3,1
5,378,3,5
5,379,3,3
5,383,3,0
5,384,3,4
5,385,3,4
5,386,3,0
5,392,3,3
5,393,3,9
5,394,3,2
5,395,3,3
5,396,3,9
5,397,3,8
5,398,3,5
5,400,3,9
5,401,3,2
5,402,3,6
5,405,3,9
5,407,3,4
5,408,3,3
5,412,3,0
5,414,3,8
5,415,3,9
5,416,3,6
5,418,3,4
5,420,3,6
5,422,3,5
5,424,3,2
5,425,3,4
5,427,3,2
5,428,3,3
5,434,3,0
5,435,3,6
5,436,3,0
5,437,3,5
5,438,3,2
5,441,3,1
5,442,3,9
5,445,3,1
5,446,3,4
5,449,3,2
5,451,3,3
5,453,3,2
5,454,3,0
5,455,3,1
5,457,3,4
5,460,3,6
5,461,3,7
5,465,3,3
5,466,3,4
5,467,3,4
5,473,3,5
5,474,3,6
5,475,3,1
5,478,3,0
